,Владельцы,Владение,ПТС,Привод,Руль,Состояние,Таможня,bodyType,brand,color,complectation_dict,description,engineDisplacement,enginePower,equipment_dict,fuelType,image,mileage,modelDate,model_info,model_name,name,numberOfDoors,parsing_unixtime,priceCurrency,productionDate,sell_id,super_gen,vehicleConfiguration,vehicleTransmission,vendor,car_url,price
694,2 владельца,3 года,Оригинал,передний,Левый,Не требует ремонта,Растаможен,седан,FORD,белый,{'id': '0'},Было 2 мелкие дтп. Замена переднего бампера. Все остальные родное и родном краске. Отцы 64,2.5 LTR,149 N12,"{'electro-window-back': True, 'glonass': True, 'alloy-wheel-disks': True, 'ptf': True, 'usb': True, 'aux': True, 'electro-window-front': True, 'dark-interior': True, 'light-sensor': True, 'body-mouldings': True, 'automatic-lighting-control': True, 'condition': True, 'airbrush': True, 'abs': True, 'power-child-locks-rear-doors': True, 'bluetooth': True, 'lock': True, 'light-cleaner': True, 'auto-mirrors': True, '12v-socket': True, 'fabric-seats': True, 'electro-mirrors': True, 'drl': True}",бензин,https://autoru.naydex.net/1Uh7vv497/dfd57avP4N/SqphCD1WCiQ9dC6Izpp6TCKy8UGtUVbQREr8dcRAQZ8xiKlE-UmD1Rxhea0Ug2_xMkSz1JMdWdaopHWbB7e7TAi7P0UiAh4nfnE_ztWRKw45rqIA-gYehhgbuAX8ZHTwD7KPYsx14MIGZjm2VMQHlyUG6t3-SCSS05B7lCeE-A#DSD,126000,2014,"{'code': 'MONDEO', 'name': 'Mondeo', 'ru_name': 'Мондео', 'morphology': {}, 'nameplate': {'code': '', 'name': '', 'semantic_url': ''}}",Mondeo,2.5 AT,4,1637881646.477369,RUB,2017,1105533016-489ddff7,"{'id': '20270679', 'name': 'V', 'ru_name': '5', 'year_from': 2014, 'year_to': 2019, 'price_segment': 'MEDIUM'}",SEDAN AUTOMATIC 2.5,автоматическая,AMERICAN,https://auto.ru/cars/used/sale/ford/mondeo/1105533016-489ddff7/,1300000.0
695,3 или более,,Дубликат,передний,Левый,Не требует ремонта,Растаможен,седан,FORD,серый,{'id': '0'},Продам авто в хорошем состоянии. Отвечаю только в смс.,1.6 LTR,125 N12,{},бензин,https://avatars.mds.yandex.net/get-autoru-vos/5244762/cc5046a9629428c537d71ecac93e5ba2/320x240,167000,2011,"{'code': 'FOCUS', 'name': 'Focus', 'ru_name': 'Фокус', 'morphology': {}, 'nameplate': {'code': '', 'name': '', 'semantic_url': ''}}",Focus,1.6 MT,4,1637881648.0236979,RUB,2013,1105689169-28408f38,"{'id': '7306596', 'name': 'III', 'ru_name': '3', 'year_from': 2011, 'year_to': 2015, 'price_segment': 'MEDIUM'}",SEDAN MECHANICAL 1.6,механическая,AMERICAN,https://auto.ru/cars/used/sale/ford/focus/1105689169-28408f38/,450000.0
696,3 или более,9 лет и 5 месяцев,Оригинал,передний,Левый,Не требует ремонта,Растаможен,универсал 5 дв.,FORD,фиолетовый,{'id': '0'},"Комплект летних шин в подарок. Машина не новая, арки и пороги переварены 4 года назад, правое переднее крыло над колесом подгнило, возможен обмен на минивэн или микроавтобус",2.0 LTR,130 N12,"{'engine-proof': True, 'asr': True, 'alloy-wheel-disks': True, 'tinted-glass': True, 'abs': True, 'roof-rails': True, 'wheel-configuration2': True, 'wheel-configuration1': True, 'electro-window-front': True, 'fabric-seats': True, '15-inch-wheels': True}",бензин,https://autoru.naydex.net/1Uh7vv497/dfd57avP4N/SqphCD1WCiQ9dC6Izpp6TCKy8UGtUVbQREr8dcRAQZ8xiKlE-UmD1RxheaoXhGv-NUOzgJkXB4by8i7ABbXvSwO_PRZ2AUUmeHdsy9TPLgw__vIA-gYehhgbuAX8ZHTwD7KPYsx14MIGZjm2VMQHlyUG6t3-SCSS05B7lCeE-A#DSD,201000,1994,"{'code': 'MONDEO', 'name': 'Mondeo', 'ru_name': 'Мондео', 'morphology': {}, 'nameplate': {'code': '', 'name': '', 'semantic_url': ''}}",Mondeo,2.0 AT,5,1637881649.5760753,RUB,1998,1093392392-a4ada784,"{'id': '3483455', 'name': 'II', 'ru_name': '2', 'year_from': 1994, 'year_to': 2001, 'price_segment': 'MEDIUM'}",WAGON_5_DOORS AUTOMATIC 2.0,автоматическая,AMERICAN,https://auto.ru/cars/used/sale/ford/mondeo/1093392392-a4ada784/,120000.0
697,2 владельца,,Оригинал,передний,Левый,Не требует ремонта,Растаможен,минивэн,FORD,серебристый,"{'id': '2443341', 'name': 'Core', 'available_options': ['airbag-passenger', 'lock', 'electro-mirrors', 'mirrors-heat', 'computer', 'seat-transformation', 'wheel-power', 'fabric-seats', 'airbag-side', 'abs', 'audiopreparation', 'condition', 'airbag-driver', 'electro-window-front', 'ptf', 'audiosystem-cd', 'migration-flag', 'wheel-configuration2', 'wheel-configuration1', 'immo']}","Самый надёжный в линейке 2литра дизель, механическая КПП.
Полностью обслужен.
Штатный линзованный ксенон
Круиз, климат и тд
Подготовка под 3 ряд сидений (обшивки, ремни) осталось только в поставить сами сидения.
Полностью исправен, вложений не требует.
Сигнализация с обратной связью. ",2.0 LTR,140 N12,"{'cruise-control': True, 'tinted-glass': True, 'airbag-driver': True, 'usb': True, 'aux': True, 'electro-window-front': True, 'multi-wheel': True, 'xenon': True, 'airbag-passenger': True, 'computer': True, 'seat-transformation': True, 'wheel-power': True, 'alarm': True, 'lock': True, 'fabric-seats': True, 'electro-mirrors': True, 'ptf': True, 'feedback-alarm': True, 'airbag-side': True, 'mirrors-heat': True, 'dark-interior': True, 'audiosystem-cd': True, 'seat-memory': True, 'abs': True, 'bluetooth': True, 'wheel-leather': True, 'wheel-configuration2': True, 'wheel-configuration1': True, 'immo': True, 'climate-control-1': True, '12v-socket': True}",дизель,https://avatars.mds.yandex.net/get-autoru-vos/5555838/1a0f939b3f2936366c34937e98030dd2/320x240,210000,2006,"{'code': 'S_MAX', 'name': 'S-MAX', 'ru_name': 'S-MAX', 'morphology': {}, 'nameplate': {'code': '', 'name': '', 'semantic_url': ''}}",S-MAX,2.0 MT,5,1637881651.0656435,RUB,2006,1105791778-02053ea8,"{'id': '2306665', 'name': 'I', 'ru_name': '1', 'year_from': 2006, 'year_to': 2010, 'price_segment': 'MEDIUM'}",MINIVAN MECHANICAL 2.0,механическая,AMERICAN,https://auto.ru/cars/used/sale/ford/s_max/1105791778-02053ea8/,560000.0
698,3 или более,,Дубликат,передний,Левый,Не требует ремонта,Растаможен,седан,FORD,чёрный,"{'id': '20189884', 'name': 'Comfort', 'available_options': ['lock', 'computer', 'seat-transformation', 'wheel-power', 'fabric-seats', 'steel-wheels', 'abs', 'audiopreparation', 'condition', 'airbag-driver', 'isofix', 'electro-window-front', 'migration-flag', 'wheel-configuration2', 'wheel-configuration1', 'immo']}","Продаю любимый фокус! Вот что говорит журнал «За рулем» об этой модели:
«Ford Focus 2 можно получать удовольствие от езды, благодаря отличной подвеске и жесткому кузову. Управляемость на высоте, на ямках и неровностях зубы не стучат, если подвеска в порядке, то плавность хода без раскачек обеспечена. Подвеску смело можно назвать комфортной.»
Теперь конкретно о моей машинке:
-Капиталка двигателя в июне 2021
-Полностью замененная подвеска с тормозами в круг в июле 2021 (амортизаторы, пружины, рычаги, тормозные диски с колодками все в круг; подвесной подшипник, сальники в коробке, масло в акпп, масло в двс (после обкатки), 
-Кондиционер РАБОТАЕТ
-Печка работает
-Новый ГУР
-Новый аккумулятор
-Новый генератор
-Тормозная жидкость заменена в августе 2021 с полной прокачкой
-Все стекла кроме лобового родные
-Салон чистый 
-Тонировка в круг
-Сигнализация с автозапуском
-Зимняя и летняя резина 

Торг уместен! Приезжайте, решайте, забирайте!",1.6 LTR,100 N12,"{'steel-wheels': True, 'airbag-driver': True, 'isofix': True, 'electro-window-front': True, 'audiopreparation': True, 'computer': True, 'condition': True, 'abs': True, 'wheel-configuration2': True, 'seat-transformation': True, 'wheel-power': True, 'wheel-configuration1': True, 'immo': True, 'lock': True, 'fabric-seats': True}",бензин,https://avatars.mds.yandex.net/get-autoru-vos/4944833/603dfed8c70cada2db97941cf35eb5dd/320x240,180000,2004,"{'code': 'FOCUS', 'name': 'Focus', 'ru_name': 'Фокус', 'morphology': {}, 'nameplate': {'code': '', 'name': '', 'semantic_url': ''}}",Focus,1.6 AT,4,1637881652.7092412,RUB,2005,1105312576-5047aaee,"{'id': '3480337', 'name': 'II', 'ru_name': '2', 'year_from': 2004, 'year_to': 2008, 'price_segment': 'MEDIUM'}",SEDAN AUTOMATIC 1.6,автоматическая,AMERICAN,https://auto.ru/cars/used/sale/ford/focus/1105312576-5047aaee/,315000.0
699,3 или более,10 месяцев,Дубликат,передний,Левый,Не требует ремонта,Растаможен,хэтчбек 3 дв.,FORD,красный,{'id': '0'},"В правильном количестве дверей. Реальный пробег 163500 ошибся при публикации объявления. Оцинкованный кузов, но есть коррозия на правом пороге, не критично. На новой шипованой резине DUNLOP, пробег 300 км. Бензин нюхает. Все жижи поменяны. Двигатель чистый, ходовка в идеале. Чеки, заказ-наряды в наличии. Полный ремонт задних барабанных тормозов, замена тросика ручника (их болячка). Робот работает без нареканий. ДТП до меня, заменены правая фара, правое крыло. Сделано хорошо. 11.11.2021 заменён аккумулятор. Рассмотрю обмен на 4 двери годом не старше. Перекупы и ""Приехал из...куплю сегодня за 200"" и в этом стиле - удачи, не пишите. Цена стоит средне рыночная, реальному покупателю немного скину, на обмен - рассмотрю варианты. ",1.4 LTR,80 N12,"{'steel-wheels': True, 'ptf': True, 'esp': True, 'dark-interior': True, 'audiopreparation': True, 'ashtray-and-cigarette-lighter': True, 'driver-seat-updown': True, 'front-centre-armrest': True, 'computer': True, 'abs': True, 'seat-transformation': True, 'wheel-power': True, 'immo': True, 'alarm': True, 'lock': True, 'climate-control-1': True, '14-inch-wheels': True, '12v-socket': True, 'fabric-seats': True, 'electro-mirrors': True}",бензин,https://autoru.naydex.net/1Uh7vv497/dfd57avP4N/SqphCD1WCiQ9dC6Izpp6TCKy8UGtUVbQREr8dcRAQZ8xiKlE-UmD1Rxhea0UgmrxM0az0MkWB4aj9CGdAOS8T1u8OBYgBEh0KyI4z9OWfFo__fIA-gYehhgbuAX8ZHTwD7KPYsx14MIGZjm2VMQHlyUG6t3-SCSS05B7lCeE-A#DSD,170000,2002,"{'code': 'FIESTA', 'name': 'Fiesta', 'ru_name': 'Фиеста', 'morphology': {}, 'nameplate': {'code': '', 'name': '', 'semantic_url': ''}}",Fiesta,1.4 AMT,3,1637881654.265514,RUB,2007,1102554361-31e6849b,"{'id': '2306523', 'name': 'Mk5', 'ru_name': '5', 'year_from': 2002, 'year_to': 2008, 'price_segment': 'ECONOMY'}",HATCHBACK_3_DOORS ROBOT 1.4,роботизированная,AMERICAN,https://auto.ru/cars/used/sale/ford/fiesta/1102554361-31e6849b/,250000.0
700,3 или более,5 лет и 2 месяца,Дубликат,передний,Левый,Не требует ремонта,Растаможен,хэтчбек 5 дв.,FORD,красный,"{'id': '7843850', 'name': 'Trend', 'available_options': ['multi-wheel', 'airbag-passenger', 'lock', 'electro-mirrors', 'mirrors-heat', 'computer', 'seat-transformation', 'wheel-power', 'fabric-seats', 'steel-wheels', 'abs', 'usb', 'audiopreparation', 'condition', 'airbag-driver', 'isofix', 'electro-window-front', 'leather-gear-stick', 'audiosystem-cd', 'migration-flag', 'wheel-configuration2', 'wheel-configuration1', 'immo', '12v-socket'], 'vendor_colors': [{'body_color_id': 20630836, 'mark_color_id': 21388343, 'name_ru': 'Candy Red', 'hex_codes': ['AE2038'], 'color_type': 'METALLIC', 'stock_color': {'hex_code': 'EE1D19', 'name_ru': 'красный'}, 'photos': [{'name': '34-front', 'sizes': {'orig': '//avatars.mds.yandex.net/get-verba/787013/2a000001609b60b2acf71cd3f22c535370b2/orig', 'wizardv3mr': '//avatars.mds.yandex.net/get-verba/787013/2a000001609b60b2acf71cd3f22c535370b2/wizardv3mr', 'wizardv3': '//avatars.mds.yandex.net/get-verba/787013/2a000001609b60b2acf71cd3f22c535370b2/wizardv3', 'cattouch': '//avatars.mds.yandex.net/get-verba/787013/2a000001609b60b2acf71cd3f22c535370b2/cattouch', 'small': '//avatars.mds.yandex.net/get-verba/787013/2a000001609b60b2acf71cd3f22c535370b2/small', '320x240': '//avatars.mds.yandex.net/get-verba/787013/2a000001609b60b2acf71cd3f22c535370b2/320x240', '1200x900': '//avatars.mds.yandex.net/get-verba/787013/2a000001609b60b2acf71cd3f22c535370b2/1200x900', '1200x900n': '//avatars.mds.yandex.net/get-verba/787013/2a000001609b60b2acf71cd3f22c535370b2/1200x900n', 'thumb_m': '//avatars.mds.yandex.net/get-verba/787013/2a000001609b60b2acf71cd3f22c535370b2/thumb_m', 'full': '//avatars.mds.yandex.net/get-verba/787013/2a000001609b60b2acf71cd3f22c535370b2/full', '832x624': '//avatars.mds.yandex.net/get-verba/787013/2a000001609b60b2acf71cd3f22c535370b2/832x624', '456x342': '//avatars.mds.yandex.net/get-verba/787013/2a000001609b60b2acf71cd3f22c535370b2/456x342', '120x90': '//avatars.mds.yandex.net/get-verba/787013/2a000001609b60b2acf71cd3f22c535370b2/120x90', '92x69': '//avatars.mds.yandex.net/get-verba/787013/2a000001609b60b2acf71cd3f22c535370b2/92x69', 'islandoff': '//avatars.mds.yandex.net/get-verba/787013/2a000001609b60b2acf71cd3f22c535370b2/islandoff', 'thumb_s': '//avatars.mds.yandex.net/get-verba/787013/2a000001609b60b2acf71cd3f22c535370b2/thumb_s', 'thumb_s_2x': '//avatars.mds.yandex.net/get-verba/787013/2a000001609b60b2acf71cd3f22c535370b2/thumb_s_2x', 'auto_main': '//avatars.mds.yandex.net/get-verba/787013/2a000001609b60b2acf71cd3f22c535370b2/auto_main', 'image': '//avatars.mds.yandex.net/get-verba/787013/2a000001609b60b2acf71cd3f22c535370b2/image'}}, {'name': '34-back', 'sizes': {'orig': '//avatars.mds.yandex.net/get-verba/787013/2a000001609d3d836bcf4f66ee987c89e239/orig', 'wizardv3mr': '//avatars.mds.yandex.net/get-verba/787013/2a000001609d3d836bcf4f66ee987c89e239/wizardv3mr', 'wizardv3': '//avatars.mds.yandex.net/get-verba/787013/2a000001609d3d836bcf4f66ee987c89e239/wizardv3', 'cattouch': '//avatars.mds.yandex.net/get-verba/787013/2a000001609d3d836bcf4f66ee987c89e239/cattouch', 'small': '//avatars.mds.yandex.net/get-verba/787013/2a000001609d3d836bcf4f66ee987c89e239/small', '320x240': '//avatars.mds.yandex.net/get-verba/787013/2a000001609d3d836bcf4f66ee987c89e239/320x240', '1200x900': '//avatars.mds.yandex.net/get-verba/787013/2a000001609d3d836bcf4f66ee987c89e239/1200x900', '1200x900n': '//avatars.mds.yandex.net/get-verba/787013/2a000001609d3d836bcf4f66ee987c89e239/1200x900n', 'thumb_m': '//avatars.mds.yandex.net/get-verba/787013/2a000001609d3d836bcf4f66ee987c89e239/thumb_m', 'full': '//avatars.mds.yandex.net/get-verba/787013/2a000001609d3d836bcf4f66ee987c89e239/full', '832x624': '//avatars.mds.yandex.net/get-verba/787013/2a000001609d3d836bcf4f66ee987c89e239/832x624', '456x342': '//avatars.mds.yandex.net/get-verba/787013/2a000001609d3d836bcf4f66ee987c89e239/456x342', '120x90': '//avatars.mds.yandex.net/get-verba/787013/2a000001609d3d836bcf4f66ee987c89e239/120x90', '92x69': '//avatars.mds.yandex.net/get-verba/787013/2a000001609d3d836bcf4f66ee987c89e239/92x69', 'islandoff': '//avatars.mds.yandex.net/get-verba/787013/2a000001609d3d836bcf4f66ee987c89e239/islandoff', 'thumb_s': '//avatars.mds.yandex.net/get-verba/787013/2a000001609d3d836bcf4f66ee987c89e239/thumb_s', 'thumb_s_2x': '//avatars.mds.yandex.net/get-verba/787013/2a000001609d3d836bcf4f66ee987c89e239/thumb_s_2x', 'auto_main': '//avatars.mds.yandex.net/get-verba/787013/2a000001609d3d836bcf4f66ee987c89e239/auto_main', 'image': '//avatars.mds.yandex.net/get-verba/787013/2a000001609d3d836bcf4f66ee987c89e239/image'}}, {'name': 'side', 'sizes': {'orig': '//avatars.mds.yandex.net/get-verba/216201/2a000001609b2518e682f1c93b3fba02b6fc/orig', 'wizardv3mr': '//avatars.mds.yandex.net/get-verba/216201/2a000001609b2518e682f1c93b3fba02b6fc/wizardv3mr', 'wizardv3': '//avatars.mds.yandex.net/get-verba/216201/2a000001609b2518e682f1c93b3fba02b6fc/wizardv3', 'cattouch': '//avatars.mds.yandex.net/get-verba/216201/2a000001609b2518e682f1c93b3fba02b6fc/cattouch', 'small': '//avatars.mds.yandex.net/get-verba/216201/2a000001609b2518e682f1c93b3fba02b6fc/small', '320x240': '//avatars.mds.yandex.net/get-verba/216201/2a000001609b2518e682f1c93b3fba02b6fc/320x240', '1200x900': '//avatars.mds.yandex.net/get-verba/216201/2a000001609b2518e682f1c93b3fba02b6fc/1200x900', '1200x900n': '//avatars.mds.yandex.net/get-verba/216201/2a000001609b2518e682f1c93b3fba02b6fc/1200x900n', 'thumb_m': '//avatars.mds.yandex.net/get-verba/216201/2a000001609b2518e682f1c93b3fba02b6fc/thumb_m', 'full': '//avatars.mds.yandex.net/get-verba/216201/2a000001609b2518e682f1c93b3fba02b6fc/full', '832x624': '//avatars.mds.yandex.net/get-verba/216201/2a000001609b2518e682f1c93b3fba02b6fc/832x624', '456x342': '//avatars.mds.yandex.net/get-verba/216201/2a000001609b2518e682f1c93b3fba02b6fc/456x342', '120x90': '//avatars.mds.yandex.net/get-verba/216201/2a000001609b2518e682f1c93b3fba02b6fc/120x90', '92x69': '//avatars.mds.yandex.net/get-verba/216201/2a000001609b2518e682f1c93b3fba02b6fc/92x69', 'islandoff': '//avatars.mds.yandex.net/get-verba/216201/2a000001609b2518e682f1c93b3fba02b6fc/islandoff', 'thumb_s': '//avatars.mds.yandex.net/get-verba/216201/2a000001609b2518e682f1c93b3fba02b6fc/thumb_s', 'thumb_s_2x': '//avatars.mds.yandex.net/get-verba/216201/2a000001609b2518e682f1c93b3fba02b6fc/thumb_s_2x', 'auto_main': '//avatars.mds.yandex.net/get-verba/216201/2a000001609b2518e682f1c93b3fba02b6fc/auto_main', 'image': '//avatars.mds.yandex.net/get-verba/216201/2a000001609b2518e682f1c93b3fba02b6fc/image'}}], 'main_color': False}]}","Проблемы с коробкой. Плохо схватывает четные передачи. Что с ней не знаю, нет времени разбираться. 

Машина моя, продаю сам. Владею машиной с 2016г. ",1.6 LTR,105 N12,"{'cruise-control': True, 'asr': True, 'esp': True, 'usb': True, 'multi-wheel': True, 'heated-wash-system': True, 'ashtray-and-cigarette-lighter': True, 'airbag-passenger': True, 'front-centre-armrest': True, 'lock': True, 'electro-mirrors': True, 'mirrors-heat': True, 'dark-interior': True, 'combo-interior': True, 'driver-seat-updown': True, '15-inch-wheels': True, 'engine-proof': True, 'airbag-driver': True, 'isofix': True, 'aux': True, 'electro-window-front': True, 'light-sensor': True, 'hcc': True, 'airbag-curtain': True, 'computer': True, 'seat-transformation': True, 'wheel-power': True, 'alarm': True, 'airbag-rear-side': True, 'seats-2': True, 'alloy-wheel-disks': True, 'leather-gear-stick': True, 'ptf': True, 'rain-sensor': True, 'airbag-side': True, 'audiosystem-cd': True, 'abs': True, 'front-seats-heat': True, 'power-child-locks-rear-doors': True, 'bluetooth': True, 'wheel-configuration2': True, 'wheel-configuration1': True, 'immo': True, 'climate-control-2': True, 'windscreen-heat': True, 'auto-mirrors': True, '12v-socket': True}",бензин,https://autoru.naydex.net/1Uh7vv497/dfd57avP4N/SqphCD1WCiQ9dC6Izpp6TCKy8UGtUVbQREr8dcRAQZ8xiKlE-UmD1Rxhea0TgGH_MkKzjZ8XBNb39iCYVrC6TFm4PkVzABlxfSFtztfEfws1r_IA-gYehhgbuAX8ZHTwD7KPYsx14MIGZjm2VMQHlyUG6t3-SCSS05B7lCeE-A#DSD,182000,2011,"{'code': 'FOCUS', 'name': 'Focus', 'ru_name': 'Фокус', 'morphology': {}, 'nameplate': {'code': '', 'name': '', 'semantic_url': ''}}",Focus,1.6 AMT,5,1637881655.9018524,RUB,2012,1105754977-f79a1844,"{'id': '7306596', 'name': 'III', 'ru_name': '3', 'year_from': 2011, 'year_to': 2015, 'price_segment': 'MEDIUM'}",HATCHBACK_5_DOORS ROBOT 1.6,роботизированная,AMERICAN,https://auto.ru/cars/used/sale/ford/focus/1105754977-f79a1844/,470000.0
701,2 владельца,,Оригинал,полный,Левый,Не требует ремонта,Растаможен,пикап двойная кабина,FORD,серебристый,{'id': '0'},"ОРИГИНАЛ ПТС!!!....ДВА СОБСТВЕННИКА!!!..... 
Возможно!!!
Кредит по двум документам
Кредит без первоначального взноса
Обмен на Ваш автомобиль

При оформлении или продлении ОСАГО комплексная мойка и антибактериальная обработка в подарок!

Мы покажем Вам автомобиль в режиме он-лайн. Напишите нам в сообщении свой контактный номер или нажмите кнопку <<позвонить>> в объявлении.
Менеджер отдела продаж свяжется с Вами для презентации понравившегося автомобиля.

Преимущества покупки автомобиля с пробегом в компании ААА Моторс
1. Гарантия юридической чистоты продаваемого автомобиля.
2. Полная информация о состоянии кузова автомобиля и его технической исправности. 
3. Кредит на выгодных условиях в разных банках на Ваш выбор, лизинг (в случае продажи автомобиля с пробегом с НДС). 
4. Полная предпродажная подготовка.

#cme68-17031249
...
.. 
[iogodhb:49587]",2.5 LTR,143 N12,{},дизель,https://avatars.mds.yandex.net/get-autoru-vos/5662943/d6df32bdc21f5aed5ba8a7809649a919/320x240,249000,2009,"{'code': 'RANGER', 'name': 'Ranger', 'ru_name': 'Рейнджер', 'morphology': {}, 'nameplate': {'code': '', 'name': '', 'semantic_url': ''}}",Ranger,2.5 MT,4,1637881657.6328652,RUB,2010,1105665258-0bb61032,"{'id': '6233364', 'name': 'II Рестайлинг', 'ru_name': '2 Рестайлинг', 'year_from': 2009, 'year_to': 2011, 'price_segment': 'MEDIUM'}",PICKUP_TWO MECHANICAL 2.5,механическая,AMERICAN,https://auto.ru/cars/used/sale/ford/ranger/1105665258-0bb61032/,697000.0
702,2 владельца,3 месяца,Оригинал,передний,Левый,Не требует ремонта,Растаможен,седан,FORD,розовый,{'id': '0'},Машина в хорошем состоянии без торга мотор коробка без проблем  автосалонов просьба не беспокоить. Поменял масло моторе  и масло в каробке машина в отличном состояние,2.3 LTR,161 N12,{},бензин,https://avatars.mds.yandex.net/get-autoru-vos/5218821/953994efc21187b6d7fdd91123fe63e4/320x240,121956,2006,"{'code': 'MONDEO', 'name': 'Mondeo', 'ru_name': 'Мондео', 'morphology': {}, 'nameplate': {'code': '', 'name': '', 'semantic_url': ''}}",Mondeo,2.3 AT,4,1637881659.0980175,RUB,2010,1105419730-11f3a832,"{'id': '2306623', 'name': 'IV', 'ru_name': '4', 'year_from': 2006, 'year_to': 2010, 'price_segment': 'MEDIUM'}",SEDAN AUTOMATIC 2.3,автоматическая,AMERICAN,https://auto.ru/cars/used/sale/ford/mondeo/1105419730-11f3a832/,750000.0
703,3 или более,,Дубликат,передний,Левый,Не требует ремонта,Растаможен,седан,FORD,серебристый,"{'id': '20189884', 'name': 'Comfort', 'available_options': ['lock', 'computer', 'seat-transformation', 'wheel-power', 'fabric-seats', 'steel-wheels', 'abs', 'audiopreparation', 'condition', 'airbag-driver', 'isofix', 'electro-window-front', 'migration-flag', 'wheel-configuration2', 'wheel-configuration1', 'immo']}","Продам Форд фокус. Новая рулевая рейка по технике весь обслужен, вложений не требует. Есть незначительные косяки по кузову. Комплектация с кондиционером.
Вопросы по телефону.",1.8 LTR,125 N12,"{'tinted-glass': True, 'steel-wheels': True, 'airbag-driver': True, 'isofix': True, 'electro-window-front': True, 'audiosystem-cd': True, 'computer': True, 'condition': True, 'abs': True, 'wheel-configuration2': True, 'seat-transformation': True, 'wheel-power': True, 'wheel-configuration1': True, 'immo': True, 'lock': True, 'park-assist-r': True, 'fabric-seats': True, '15-inch-wheels': True}",бензин,https://avatars.mds.yandex.net/get-autoru-vos/5484094/79380ab1f36f8afa09615cc35b94e875/320x240,200000,2004,"{'code': 'FOCUS', 'name': 'Focus', 'ru_name': 'Фокус', 'morphology': {}, 'nameplate': {'code': '', 'name': '', 'semantic_url': ''}}",Focus,1.8 MT,4,1637881662.9558895,RUB,2007,1105872288-2aa166e0,"{'id': '3480337', 'name': 'II', 'ru_name': '2', 'year_from': 2004, 'year_to': 2008, 'price_segment': 'MEDIUM'}",SEDAN MECHANICAL 1.8,механическая,AMERICAN,https://auto.ru/cars/used/sale/ford/focus/1105872288-2aa166e0/,275000.0
704,3 или более,,Дубликат,передний,Левый,Не требует ремонта,Растаможен,хэтчбек 5 дв.,FORD,серебристый,"{'id': '2321544', 'name': 'Comfort', 'available_options': ['airbag-passenger', 'lock', 'electro-mirrors', 'mirrors-heat', 'computer', 'seat-transformation', 'wheel-power', 'fabric-seats', 'steel-wheels', 'abs', 'audiopreparation', 'body-mouldings', 'condition', 'airbag-driver', 'isofix', 'electro-window-front', 'migration-flag', 'wheel-configuration2', 'wheel-configuration1', 'immo', '12v-socket']}","Машина в рабочем состоянии. Покупали в салоне с небольшими сколами и притертости в некоторых местах(на фото видно). Ездили очень мало. В ДТП авто не участвовало, находясь у меня. Летние колеса с литыми дисками в подарок! Авто находиться в г. Всеволожск, лен. обл.и там же просмотр. Торг разумный. Все проверки за ваш. Салонам не беспокоить! Обмен на другой авто не интересует. ",1.8 LTR,125 N12,"{'steel-wheels': True, 'ptf': True, 'airbag-driver': True, 'isofix': True, 'mirrors-heat': True, 'electro-window-front': True, 'audiosystem-cd': True, 'dark-interior': True, 'body-mouldings': True, 'airbag-passenger': True, 'computer': True, 'condition': True, 'abs': True, 'power-child-locks-rear-doors': True, 'seat-transformation': True, 'wheel-configuration2': True, 'wheel-power': True, 'wheel-configuration1': True, 'immo': True, 'lock': True, '12v-socket': True, 'fabric-seats': True, 'electro-mirrors': True}",бензин,https://avatars.mds.yandex.net/get-autoru-vos/4944617/c1a9ef9d4864a6a946d420a40602c742/320x240,169700,2007,"{'code': 'FOCUS', 'name': 'Focus', 'ru_name': 'Фокус', 'morphology': {}, 'nameplate': {'code': '', 'name': '', 'semantic_url': ''}}",Focus,1.8 MT,5,1637881664.5371687,RUB,2010,1105844220-59335b93,"{'id': '2306579', 'name': 'II Рестайлинг', 'ru_name': '2 Рестайлинг', 'year_from': 2007, 'year_to': 2011, 'price_segment': 'MEDIUM'}",HATCHBACK_5_DOORS MECHANICAL 1.8,механическая,AMERICAN,https://auto.ru/cars/used/sale/ford/focus/1105844220-59335b93/,440000.0
705,3 или более,,Оригинал,передний,Левый,Не требует ремонта,Растаможен,седан,FORD,голубой,{'id': '0'},"Подогрев передеих сидений, лобового заднего и зеркал заднего вида, регулировка зеркал, регулеровка руля по высоте и на вылет, регулеровка водительского сиденья, вдухзонный климат контроль, авс, есп, дисковые тормоза по кругу, два ключа, центральный замок, сигнализация, доводчики стекол, есть небольшие косяки по кузову на фото видно, подвывает гур. Переоформление в день продажи. 300 тыс.",1.6 LTR,115 N12,"{'esp': True, 'wheel-power': True, 'alarm': True, 'lock': True, 'climate-control-1': True}",бензин,https://avatars.mds.yandex.net/get-verba/787013/2a000001609d130a0aed8108509cf9bda634/wizardv3mr,210000,2004,"{'code': 'FOCUS', 'name': 'Focus', 'ru_name': 'Фокус', 'morphology': {}, 'nameplate': {'code': '', 'name': '', 'semantic_url': ''}}",Focus,1.6 MT,4,1637881666.0432694,RUB,2006,1106074252-1dca5206,"{'id': '3480337', 'name': 'II', 'ru_name': '2', 'year_from': 2004, 'year_to': 2008, 'price_segment': 'MEDIUM'}",SEDAN MECHANICAL 1.6,механическая,AMERICAN,https://auto.ru/cars/used/sale/ford/focus/1106074252-1dca5206/,310000.0
